Assembly_ID,Sub_parts,Edge_Index
Clamp_1_4,"Clamp_1_Frame__4.binvox, Clamp_1_Handle__4.binvox, Clamp_1_Pad__4.binvox, Clamp_1_PinScrew__4.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_1_5,"Clamp_1_Frame__5.binvox, Clamp_1_Handle__5.binvox, Clamp_1_Pad__5.binvox, Clamp_1_PinScrew__5.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_1_7,"Clamp_1_Frame__7.binvox, Clamp_1_Handle__7.binvox, Clamp_1_Pad__7.binvox, Clamp_1_PinScrew__7.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_1_9,"Clamp_1_Frame__9.binvox, Clamp_1_Handle__9.binvox, Clamp_1_Pad__9.binvox, Clamp_1_PinScrew__9.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_20_1,"Clamp_20_Frame__1.binvox, Clamp_20_Handle__1.binvox, Clamp_20_Pad__1.binvox, Clamp_20_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_2_2,"Clamp_2_Frame__2.binvox, Clamp_2_Handle__2.binvox, Clamp_2_Pad__2.binvox, Clamp_2_PinScrew__2.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_2_3,"Clamp_2_Frame__3.binvox, Clamp_2_Handle__3.binvox, Clamp_2_Pad__3.binvox, Clamp_2_PinScrew__3.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_2_4,"Clamp_2_Frame__4.binvox, Clamp_2_Handle__4.binvox, Clamp_2_Pad__4.binvox, Clamp_2_PinScrew__4.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_2_5,"Clamp_2_Frame__5.binvox, Clamp_2_Handle__5.binvox, Clamp_2_Pad__5.binvox, Clamp_2_PinScrew__5.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_2_7,"Clamp_2_Frame__7.binvox, Clamp_2_Handle__7.binvox, Clamp_2_Pad__7.binvox, Clamp_2_PinScrew__7.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_2_9,"Clamp_2_Frame__9.binvox, Clamp_2_Handle__9.binvox, Clamp_2_Pad__9.binvox, Clamp_2_PinScrew__9.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_3_2,"Clamp_3_Frame__2.binvox, Clamp_3_Handle__2.binvox, Clamp_3_Pad__2.binvox, Clamp_3_PinScrew__2.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_3_3,"Clamp_3_Frame__3.binvox, Clamp_3_Handle__3.binvox, Clamp_3_Pad__3.binvox, Clamp_3_PinScrew__3.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_3_4,"Clamp_3_Frame__4.binvox, Clamp_3_Handle__4.binvox, Clamp_3_Pad__4.binvox, Clamp_3_PinScrew__4.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_3_5,"Clamp_3_Frame__5.binvox, Clamp_3_Handle__5.binvox, Clamp_3_Pad__5.binvox, Clamp_3_PinScrew__5.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_3_7,"Clamp_3_Frame__7.binvox, Clamp_3_Handle__7.binvox, Clamp_3_Pad__7.binvox, Clamp_3_PinScrew__7.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_3_9,"Clamp_3_Frame__9.binvox, Clamp_3_Handle__9.binvox, Clamp_3_Pad__9.binvox, Clamp_3_PinScrew__9.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_4_2,"Clamp_4_Frame__2.binvox, Clamp_4_PinScrew__2.binvox","[(0, 1), (1, 0)]"
Clamp_4_3,"Clamp_4_Frame__3.binvox, Clamp_4_PinScrew__3.binvox","[(0, 1), (1, 0)]"
Clamp_4_4,"Clamp_4_Frame__4.binvox, Clamp_4_PinScrew__4.binvox","[(0, 1), (1, 0)]"
Clamp_4_5,"Clamp_4_Frame__5.binvox, Clamp_4_PinScrew__5.binvox","[(0, 1), (1, 0)]"
Clamp_4_7,"Clamp_4_Frame__7.binvox, Clamp_4_PinScrew__7.binvox","[(0, 1), (1, 0)]"
Clamp_4_9,"Clamp_4_Frame__9.binvox, Clamp_4_PinScrew__9.binvox","[(0, 1), (1, 0)]"
Clamp_5_2,"Clamp_5_Frame__2.binvox, Clamp_5_Handle__2.binvox, Clamp_5_Pad__2.binvox, Clamp_5_PinScrew__2.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_5_3,"Clamp_5_Frame__3.binvox, Clamp_5_Handle__3.binvox, Clamp_5_Pad__3.binvox, Clamp_5_PinScrew__3.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_5_4,"Clamp_5_Frame__4.binvox, Clamp_5_Handle__4.binvox, Clamp_5_Pad__4.binvox, Clamp_5_PinScrew__4.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_5_5,"Clamp_5_Frame__5.binvox, Clamp_5_Handle__5.binvox, Clamp_5_Pad__5.binvox, Clamp_5_PinScrew__5.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_5_7,"Clamp_5_Frame__7.binvox, Clamp_5_Handle__7.binvox, Clamp_5_Pad__7.binvox, Clamp_5_PinScrew__7.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_5_9,"Clamp_5_Frame__9.binvox, Clamp_5_Handle__9.binvox, Clamp_5_Pad__9.binvox, Clamp_5_PinScrew__9.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_6_1,"Clamp_6_Frame__1.binvox, Clamp_6_Pad__1.binvox, Clamp_6_PinScrew__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Clamp_7_1,"Clamp_7_Frame__1.binvox, Clamp_7_PinScrew__1.binvox","[(0, 1), (1, 0)]"
Clamp_8_1,"Clamp_8_Frame__1.binvox, Clamp_8_Handle__1.binvox, Clamp_8_Pad__1.binvox, Clamp_8_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Hinge_10_1,"Hinge_10_LeafLeft__1.binvox, Hinge_10_LeafRight__1.binvox, Hinge_10_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_10_10,"Hinge_10_LeafLeft__10.binvox, Hinge_10_LeafRight__10.binvox, Hinge_10_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_10_3,"Hinge_10_LeafLeft__3.binvox, Hinge_10_LeafRight__3.binvox, Hinge_10_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_10_4,"Hinge_10_LeafLeft__4.binvox, Hinge_10_LeafRight__4.binvox, Hinge_10_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_10_5,"Hinge_10_LeafLeft__5.binvox, Hinge_10_LeafRight__5.binvox, Hinge_10_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_10_7,"Hinge_10_LeafLeft__7.binvox, Hinge_10_LeafRight__7.binvox, Hinge_10_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_10_8,"Hinge_10_LeafLeft__8.binvox, Hinge_10_LeafRight__8.binvox, Hinge_10_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_1_1,"Hinge_1_LeafLeft__1.binvox, Hinge_1_LeafRight__1.binvox, Hinge_1_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_1_10,"Hinge_1_LeafLeft__10.binvox, Hinge_1_LeafRight__10.binvox, Hinge_1_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_1_3,"Hinge_1_LeafLeft__3.binvox, Hinge_1_LeafRight__3.binvox, Hinge_1_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_1_4,"Hinge_1_LeafLeft__4.binvox, Hinge_1_LeafRight__4.binvox, Hinge_1_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_1_5,"Hinge_1_LeafLeft__5.binvox, Hinge_1_LeafRight__5.binvox, Hinge_1_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_1_7,"Hinge_1_LeafLeft__7.binvox, Hinge_1_LeafRight__7.binvox, Hinge_1_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_1_8,"Hinge_1_LeafLeft__8.binvox, Hinge_1_LeafRight__8.binvox, Hinge_1_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_2_1,"Hinge_2_LeafLeft__1.binvox, Hinge_2_LeafRight__1.binvox, Hinge_2_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_2_10,"Hinge_2_LeafLeft__10.binvox, Hinge_2_LeafRight__10.binvox, Hinge_2_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_2_3,"Hinge_2_LeafLeft__3.binvox, Hinge_2_LeafRight__3.binvox, Hinge_2_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_2_4,"Hinge_2_LeafLeft__4.binvox, Hinge_2_LeafRight__4.binvox, Hinge_2_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_2_5,"Hinge_2_LeafLeft__5.binvox, Hinge_2_LeafRight__5.binvox, Hinge_2_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_2_7,"Hinge_2_LeafLeft__7.binvox, Hinge_2_LeafRight__7.binvox, Hinge_2_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_2_8,"Hinge_2_LeafLeft__8.binvox, Hinge_2_LeafRight__8.binvox, Hinge_2_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_3_1,"Hinge_3_LeafLeft__1.binvox, Hinge_3_LeafRight__1.binvox, Hinge_3_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_3_10,"Hinge_3_LeafLeft__10.binvox, Hinge_3_LeafRight__10.binvox, Hinge_3_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_3_3,"Hinge_3_LeafLeft__3.binvox, Hinge_3_LeafRight__3.binvox, Hinge_3_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_3_4,"Hinge_3_LeafLeft__4.binvox, Hinge_3_LeafRight__4.binvox, Hinge_3_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_3_5,"Hinge_3_LeafLeft__5.binvox, Hinge_3_LeafRight__5.binvox, Hinge_3_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_3_7,"Hinge_3_LeafLeft__7.binvox, Hinge_3_LeafRight__7.binvox, Hinge_3_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_3_8,"Hinge_3_LeafLeft__8.binvox, Hinge_3_LeafRight__8.binvox, Hinge_3_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_4_1,"Hinge_4_LeafLeft__1.binvox, Hinge_4_LeafRight__1.binvox, Hinge_4_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_4_10,"Hinge_4_LeafLeft__10.binvox, Hinge_4_LeafRight__10.binvox, Hinge_4_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_4_3,"Hinge_4_LeafLeft__3.binvox, Hinge_4_LeafRight__3.binvox, Hinge_4_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_4_4,"Hinge_4_LeafLeft__4.binvox, Hinge_4_LeafRight__4.binvox, Hinge_4_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_4_5,"Hinge_4_LeafLeft__5.binvox, Hinge_4_LeafRight__5.binvox, Hinge_4_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_4_7,"Hinge_4_LeafLeft__7.binvox, Hinge_4_LeafRight__7.binvox, Hinge_4_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_4_8,"Hinge_4_LeafLeft__8.binvox, Hinge_4_LeafRight__8.binvox, Hinge_4_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_5_1,"Hinge_5_LeafLeft__1.binvox, Hinge_5_LeafRight__1.binvox, Hinge_5_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_5_10,"Hinge_5_LeafLeft__10.binvox, Hinge_5_LeafRight__10.binvox, Hinge_5_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_5_3,"Hinge_5_LeafLeft__3.binvox, Hinge_5_LeafRight__3.binvox, Hinge_5_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_5_4,"Hinge_5_LeafLeft__4.binvox, Hinge_5_LeafRight__4.binvox, Hinge_5_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_5_5,"Hinge_5_LeafLeft__5.binvox, Hinge_5_LeafRight__5.binvox, Hinge_5_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_5_7,"Hinge_5_LeafLeft__7.binvox, Hinge_5_LeafRight__7.binvox, Hinge_5_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_5_8,"Hinge_5_LeafLeft__8.binvox, Hinge_5_LeafRight__8.binvox, Hinge_5_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_6_1,"Hinge_6_LeafLeft__1.binvox, Hinge_6_LeafRight__1.binvox, Hinge_6_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_6_10,"Hinge_6_LeafLeft__10.binvox, Hinge_6_LeafRight__10.binvox, Hinge_6_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_6_3,"Hinge_6_LeafLeft__3.binvox, Hinge_6_LeafRight__3.binvox, Hinge_6_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_6_4,"Hinge_6_LeafLeft__4.binvox, Hinge_6_LeafRight__4.binvox, Hinge_6_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_6_5,"Hinge_6_LeafLeft__5.binvox, Hinge_6_LeafRight__5.binvox, Hinge_6_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_6_7,"Hinge_6_LeafLeft__7.binvox, Hinge_6_LeafRight__7.binvox, Hinge_6_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_6_8,"Hinge_6_LeafLeft__8.binvox, Hinge_6_LeafRight__8.binvox, Hinge_6_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_7_1,"Hinge_7_LeafLeft__1.binvox, Hinge_7_LeafRight__1.binvox, Hinge_7_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_7_10,"Hinge_7_LeafLeft__10.binvox, Hinge_7_LeafRight__10.binvox, Hinge_7_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_7_3,"Hinge_7_LeafLeft__3.binvox, Hinge_7_LeafRight__3.binvox, Hinge_7_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_7_4,"Hinge_7_LeafLeft__4.binvox, Hinge_7_LeafRight__4.binvox, Hinge_7_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_7_5,"Hinge_7_LeafLeft__5.binvox, Hinge_7_LeafRight__5.binvox, Hinge_7_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_7_7,"Hinge_7_LeafLeft__7.binvox, Hinge_7_LeafRight__7.binvox, Hinge_7_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_7_8,"Hinge_7_LeafLeft__8.binvox, Hinge_7_LeafRight__8.binvox, Hinge_7_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_8_1,"Hinge_8_LeafLeft__1.binvox, Hinge_8_LeafRight__1.binvox, Hinge_8_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_8_10,"Hinge_8_LeafLeft__10.binvox, Hinge_8_LeafRight__10.binvox, Hinge_8_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_8_3,"Hinge_8_LeafLeft__3.binvox, Hinge_8_LeafRight__3.binvox, Hinge_8_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_8_4,"Hinge_8_LeafLeft__4.binvox, Hinge_8_LeafRight__4.binvox, Hinge_8_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_8_5,"Hinge_8_LeafLeft__5.binvox, Hinge_8_LeafRight__5.binvox, Hinge_8_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_8_7,"Hinge_8_LeafLeft__7.binvox, Hinge_8_LeafRight__7.binvox, Hinge_8_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_8_8,"Hinge_8_LeafLeft__8.binvox, Hinge_8_LeafRight__8.binvox, Hinge_8_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_9_1,"Hinge_9_LeafLeft__1.binvox, Hinge_9_LeafRight__1.binvox, Hinge_9_Pin__1.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_9_10,"Hinge_9_LeafLeft__10.binvox, Hinge_9_LeafRight__10.binvox, Hinge_9_Pin__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_9_3,"Hinge_9_LeafLeft__3.binvox, Hinge_9_LeafRight__3.binvox, Hinge_9_Pin__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_9_4,"Hinge_9_LeafLeft__4.binvox, Hinge_9_LeafRight__4.binvox, Hinge_9_Pin__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_9_5,"Hinge_9_LeafLeft__5.binvox, Hinge_9_LeafRight__5.binvox, Hinge_9_Pin__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_9_7,"Hinge_9_LeafLeft__7.binvox, Hinge_9_LeafRight__7.binvox, Hinge_9_Pin__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Hinge_9_8,"Hinge_9_LeafLeft__8.binvox, Hinge_9_LeafRight__8.binvox, Hinge_9_Pin__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Latch_10_1,"Latch_10_BottomPlate__1.binvox, Latch_10_BuckledRing__1.binvox, Latch_10_ControlPanel__1.binvox, Latch_10_Rivet__1.binvox, Latch_10_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_10_10,"Latch_10_BottomPlate__10.binvox, Latch_10_BuckledRing__10.binvox, Latch_10_ControlPanel__10.binvox, Latch_10_Rivet__10.binvox, Latch_10_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_10_3,"Latch_10_BottomPlate__3.binvox, Latch_10_BuckledRing__3.binvox, Latch_10_ControlPanel__3.binvox, Latch_10_Rivet__3.binvox, Latch_10_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_10_4,"Latch_10_BottomPlate__4.binvox, Latch_10_BuckledRing__4.binvox, Latch_10_ControlPanel__4.binvox, Latch_10_Rivet__4.binvox, Latch_10_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_10_5,"Latch_10_BottomPlate__5.binvox, Latch_10_BuckledRing__5.binvox, Latch_10_ControlPanel__5.binvox, Latch_10_Rivet__5.binvox, Latch_10_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_10_7,"Latch_10_BottomPlate__7.binvox, Latch_10_BuckledRing__7.binvox, Latch_10_ControlPanel__7.binvox, Latch_10_Rivet__7.binvox, Latch_10_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_10_8,"Latch_10_BottomPlate__8.binvox, Latch_10_BuckledRing__8.binvox, Latch_10_ControlPanel__8.binvox, Latch_10_Rivet__8.binvox, Latch_10_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_1_1,"Latch_1_BottomPlate__1.binvox, Latch_1_BuckledRing__1.binvox, Latch_1_ControlPanel__1.binvox, Latch_1_Rivet__1.binvox, Latch_1_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_1_10,"Latch_1_BottomPlate__10.binvox, Latch_1_BuckledRing__10.binvox, Latch_1_ControlPanel__10.binvox, Latch_1_Rivet__10.binvox, Latch_1_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_1_3,"Latch_1_BottomPlate__3.binvox, Latch_1_BuckledRing__3.binvox, Latch_1_ControlPanel__3.binvox, Latch_1_Rivet__3.binvox, Latch_1_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_1_4,"Latch_1_BottomPlate__4.binvox, Latch_1_BuckledRing__4.binvox, Latch_1_ControlPanel__4.binvox, Latch_1_Rivet__4.binvox, Latch_1_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_1_5,"Latch_1_BottomPlate__5.binvox, Latch_1_BuckledRing__5.binvox, Latch_1_ControlPanel__5.binvox, Latch_1_Rivet__5.binvox, Latch_1_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_1_7,"Latch_1_BottomPlate__7.binvox, Latch_1_BuckledRing__7.binvox, Latch_1_ControlPanel__7.binvox, Latch_1_Rivet__7.binvox, Latch_1_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_1_8,"Latch_1_BottomPlate__8.binvox, Latch_1_BuckledRing__8.binvox, Latch_1_ControlPanel__8.binvox, Latch_1_Rivet__8.binvox, Latch_1_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_2_1,"Latch_2_BottomPlate__1.binvox, Latch_2_BuckledRing__1.binvox, Latch_2_ControlPanel__1.binvox, Latch_2_Rivet__1.binvox, Latch_2_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_2_10,"Latch_2_BottomPlate__10.binvox, Latch_2_BuckledRing__10.binvox, Latch_2_ControlPanel__10.binvox, Latch_2_Rivet__10.binvox, Latch_2_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_2_3,"Latch_2_BottomPlate__3.binvox, Latch_2_BuckledRing__3.binvox, Latch_2_ControlPanel__3.binvox, Latch_2_Rivet__3.binvox, Latch_2_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_2_4,"Latch_2_BottomPlate__4.binvox, Latch_2_BuckledRing__4.binvox, Latch_2_ControlPanel__4.binvox, Latch_2_Rivet__4.binvox, Latch_2_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_2_5,"Latch_2_BottomPlate__5.binvox, Latch_2_BuckledRing__5.binvox, Latch_2_ControlPanel__5.binvox, Latch_2_Rivet__5.binvox, Latch_2_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_2_7,"Latch_2_BottomPlate__7.binvox, Latch_2_BuckledRing__7.binvox, Latch_2_ControlPanel__7.binvox, Latch_2_Rivet__7.binvox, Latch_2_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
