Assembly_ID,Sub_parts,Restrictive_Tolerance,Assembly_Time,Assembly_Cost,Quantity,Supplier
Caster_6_7,"Caster_6_Bolt__7.binvox, Caster_6_Fork__7.binvox, Caster_6_Nut__7.binvox, Caster_6_TopPlate__7.binvox, Caster_6_Wheel__7.binvox",24.93,22.02,17.49,109,3
Caster_6_8,"Caster_6_Bolt__8.binvox, Caster_6_Fork__8.binvox, Caster_6_Nut__8.binvox, Caster_6_TopPlate__8.binvox, Caster_6_Wheel__8.binvox",26.72,20.52,14.92,86,3
Caster_7_1,"Caster_7_Bolt__1.binvox, Caster_7_Fork__1.binvox, Caster_7_Nut__1.binvox, Caster_7_TopPlate__1.binvox, Caster_7_Wheel__1.binvox",27.17,24.39,19.15,91,3
Caster_7_10,"Caster_7_Bolt__10.binvox, Caster_7_Fork__10.binvox, Caster_7_Nut__10.binvox, Caster_7_TopPlate__10.binvox, Caster_7_Wheel__10.binvox",24.31,23.34,17.39,86,3
Caster_7_3,"Caster_7_Bolt__3.binvox, Caster_7_Fork__3.binvox, Caster_7_Nut__3.binvox, Caster_7_TopPlate__3.binvox, Caster_7_Wheel__3.binvox",23.37,20.43,15.63,128,3
Caster_7_4,"Caster_7_Bolt__4.binvox, Caster_7_Fork__4.binvox, Caster_7_Nut__4.binvox, Caster_7_TopPlate__4.binvox, Caster_7_Wheel__4.binvox",25.16,23.78,20.09,92,3
Caster_7_5,"Caster_7_Bolt__5.binvox, Caster_7_Fork__5.binvox, Caster_7_Nut__5.binvox, Caster_7_TopPlate__5.binvox, Caster_7_Wheel__5.binvox",23.89,22.93,17.74,132,3
Caster_7_7,"Caster_7_Bolt__7.binvox, Caster_7_Fork__7.binvox, Caster_7_Nut__7.binvox, Caster_7_TopPlate__7.binvox, Caster_7_Wheel__7.binvox",24.07,22.49,17.55,123,3
Caster_7_8,"Caster_7_Bolt__8.binvox, Caster_7_Fork__8.binvox, Caster_7_Nut__8.binvox, Caster_7_TopPlate__8.binvox, Caster_7_Wheel__8.binvox",23.29,22.15,18.78,98,3
Caster_8_1,"Caster_8_Bolt__1.binvox, Caster_8_Fork__1.binvox, Caster_8_Nut__1.binvox, Caster_8_TopPlate__1.binvox, Caster_8_Wheel__1.binvox",25.69,21.09,16.4,75,3
Caster_8_10,"Caster_8_Bolt__10.binvox, Caster_8_Fork__10.binvox, Caster_8_Nut__10.binvox, Caster_8_TopPlate__10.binvox, Caster_8_Wheel__10.binvox",25.01,21.03,17.62,145,3
Caster_8_3,"Caster_8_Bolt__3.binvox, Caster_8_Fork__3.binvox, Caster_8_Nut__3.binvox, Caster_8_TopPlate__3.binvox, Caster_8_Wheel__3.binvox",21.63,21.48,16.83,151,3
Caster_8_4,"Caster_8_Bolt__4.binvox, Caster_8_Fork__4.binvox, Caster_8_Nut__4.binvox, Caster_8_TopPlate__4.binvox, Caster_8_Wheel__4.binvox",24.59,20.8,18.2,138,3
Caster_8_5,"Caster_8_Bolt__5.binvox, Caster_8_Fork__5.binvox, Caster_8_Nut__5.binvox, Caster_8_TopPlate__5.binvox, Caster_8_Wheel__5.binvox",26.52,23.92,18,48,3
Caster_8_7,"Caster_8_Bolt__7.binvox, Caster_8_Fork__7.binvox, Caster_8_Nut__7.binvox, Caster_8_TopPlate__7.binvox, Caster_8_Wheel__7.binvox",25.46,23.04,17.92,146,3
Caster_8_8,"Caster_8_Bolt__8.binvox, Caster_8_Fork__8.binvox, Caster_8_Nut__8.binvox, Caster_8_TopPlate__8.binvox, Caster_8_Wheel__8.binvox",22.47,21.51,18.67,116,3
Caster_9_1,"Caster_9_Bolt__1.binvox, Caster_9_Fork__1.binvox, Caster_9_Nut__1.binvox, Caster_9_TopPlate__1.binvox, Caster_9_Wheel__1.binvox",23.3,21.44,16.79,81,3
Caster_9_10,"Caster_9_Bolt__10.binvox, Caster_9_Fork__10.binvox, Caster_9_Nut__10.binvox, Caster_9_TopPlate__10.binvox, Caster_9_Wheel__10.binvox",24.85,24.65,20.85,93,3
Caster_9_3,"Caster_9_Bolt__3.binvox, Caster_9_Fork__3.binvox, Caster_9_Nut__3.binvox, Caster_9_TopPlate__3.binvox, Caster_9_Wheel__3.binvox",23.5,21.33,18.12,96,3
Caster_9_4,"Caster_9_Bolt__4.binvox, Caster_9_Fork__4.binvox, Caster_9_Nut__4.binvox, Caster_9_TopPlate__4.binvox, Caster_9_Wheel__4.binvox",25.53,21.26,16.24,92,3
Caster_9_5,"Caster_9_Bolt__5.binvox, Caster_9_Fork__5.binvox, Caster_9_Nut__5.binvox, Caster_9_TopPlate__5.binvox, Caster_9_Wheel__5.binvox",23.56,21.82,17.46,186,3
Caster_9_7,"Caster_9_Bolt__7.binvox, Caster_9_Fork__7.binvox, Caster_9_Nut__7.binvox, Caster_9_TopPlate__7.binvox, Caster_9_Wheel__7.binvox",25.98,20.58,14.95,95,3
Caster_9_8,"Caster_9_Bolt__8.binvox, Caster_9_Fork__8.binvox, Caster_9_Nut__8.binvox, Caster_9_TopPlate__8.binvox, Caster_9_Wheel__8.binvox",23.07,23.03,18.85,85,3
Latch_10_1,"Latch_10_BottomPlate__1.binvox, Latch_10_BuckledRing__1.binvox, Latch_10_ControlPanel__1.binvox, Latch_10_Rivet__1.binvox, Latch_10_StrikePlate__1.binvox",15.58,21.58,15.11,55,3
Latch_10_10,"Latch_10_BottomPlate__10.binvox, Latch_10_BuckledRing__10.binvox, Latch_10_ControlPanel__10.binvox, Latch_10_Rivet__10.binvox, Latch_10_StrikePlate__10.binvox",17.36,21.07,14.75,85,3
Latch_10_3,"Latch_10_BottomPlate__3.binvox, Latch_10_BuckledRing__3.binvox, Latch_10_ControlPanel__3.binvox, Latch_10_Rivet__3.binvox, Latch_10_StrikePlate__3.binvox",16.45,19.49,13.64,124,3
Latch_10_4,"Latch_10_BottomPlate__4.binvox, Latch_10_BuckledRing__4.binvox, Latch_10_ControlPanel__4.binvox, Latch_10_Rivet__4.binvox, Latch_10_StrikePlate__4.binvox",17.42,20.42,14.29,64,3
Latch_10_5,"Latch_10_BottomPlate__5.binvox, Latch_10_BuckledRing__5.binvox, Latch_10_ControlPanel__5.binvox, Latch_10_Rivet__5.binvox, Latch_10_StrikePlate__5.binvox",16.02,18.78,13.15,101,3
Latch_10_7,"Latch_10_BottomPlate__7.binvox, Latch_10_BuckledRing__7.binvox, Latch_10_ControlPanel__7.binvox, Latch_10_Rivet__7.binvox, Latch_10_StrikePlate__7.binvox",15.07,20.84,14.59,133,3
Latch_10_8,"Latch_10_BottomPlate__8.binvox, Latch_10_BuckledRing__8.binvox, Latch_10_ControlPanel__8.binvox, Latch_10_Rivet__8.binvox, Latch_10_StrikePlate__8.binvox",16.74,20.81,14.57,140,3
Latch_1_1,"Latch_1_BottomPlate__1.binvox, Latch_1_BuckledRing__1.binvox, Latch_1_ControlPanel__1.binvox, Latch_1_Rivet__1.binvox, Latch_1_StrikePlate__1.binvox",10.79,22.25,15.58,104,3
Latch_1_10,"Latch_1_BottomPlate__10.binvox, Latch_1_BuckledRing__10.binvox, Latch_1_ControlPanel__10.binvox, Latch_1_Rivet__10.binvox, Latch_1_StrikePlate__10.binvox",12.53,21.46,15.02,130,3
Latch_1_3,"Latch_1_BottomPlate__3.binvox, Latch_1_BuckledRing__3.binvox, Latch_1_ControlPanel__3.binvox, Latch_1_Rivet__3.binvox, Latch_1_StrikePlate__3.binvox",11.54,20.35,14.25,53,3
Latch_1_4,"Latch_1_BottomPlate__4.binvox, Latch_1_BuckledRing__4.binvox, Latch_1_ControlPanel__4.binvox, Latch_1_Rivet__4.binvox, Latch_1_StrikePlate__4.binvox",18.32,20.81,14.57,95,3
Latch_1_5,"Latch_1_BottomPlate__5.binvox, Latch_1_BuckledRing__5.binvox, Latch_1_ControlPanel__5.binvox, Latch_1_Rivet__5.binvox, Latch_1_StrikePlate__5.binvox",15.74,20.56,14.39,137,3
Latch_1_7,"Latch_1_BottomPlate__7.binvox, Latch_1_BuckledRing__7.binvox, Latch_1_ControlPanel__7.binvox, Latch_1_Rivet__7.binvox, Latch_1_StrikePlate__7.binvox",12.32,20.1,14.07,114,3
Latch_1_8,"Latch_1_BottomPlate__8.binvox, Latch_1_BuckledRing__8.binvox, Latch_1_ControlPanel__8.binvox, Latch_1_Rivet__8.binvox, Latch_1_StrikePlate__8.binvox",10.73,20.79,14.55,95,3
Latch_2_1,"Latch_2_BottomPlate__1.binvox, Latch_2_BuckledRing__1.binvox, Latch_2_ControlPanel__1.binvox, Latch_2_Rivet__1.binvox, Latch_2_StrikePlate__1.binvox",14.88,19.09,13.36,55,3
Latch_2_10,"Latch_2_BottomPlate__10.binvox, Latch_2_BuckledRing__10.binvox, Latch_2_ControlPanel__10.binvox, Latch_2_Rivet__10.binvox, Latch_2_StrikePlate__10.binvox",19.07,20.63,14.44,72,3
Latch_2_3,"Latch_2_BottomPlate__3.binvox, Latch_2_BuckledRing__3.binvox, Latch_2_ControlPanel__3.binvox, Latch_2_Rivet__3.binvox, Latch_2_StrikePlate__3.binvox",17.84,19.69,13.78,96,3
Latch_2_4,"Latch_2_BottomPlate__4.binvox, Latch_2_BuckledRing__4.binvox, Latch_2_ControlPanel__4.binvox, Latch_2_Rivet__4.binvox, Latch_2_StrikePlate__4.binvox",16.94,21.18,14.83,52,3
Latch_2_5,"Latch_2_BottomPlate__5.binvox, Latch_2_BuckledRing__5.binvox, Latch_2_ControlPanel__5.binvox, Latch_2_Rivet__5.binvox, Latch_2_StrikePlate__5.binvox",18.72,19.82,13.87,103,3
Latch_2_7,"Latch_2_BottomPlate__7.binvox, Latch_2_BuckledRing__7.binvox, Latch_2_ControlPanel__7.binvox, Latch_2_Rivet__7.binvox, Latch_2_StrikePlate__7.binvox",18.12,22.24,15.57,88,3
Latch_2_8,"Latch_2_BottomPlate__8.binvox, Latch_2_BuckledRing__8.binvox, Latch_2_ControlPanel__8.binvox, Latch_2_Rivet__8.binvox, Latch_2_StrikePlate__8.binvox",16.77,21.69,15.18,116,3
Latch_3_1,"Latch_3_BottomPlate__1.binvox, Latch_3_BuckledRing__1.binvox, Latch_3_ControlPanel__1.binvox, Latch_3_Rivet__1.binvox, Latch_3_StrikePlate__1.binvox",18.36,19.94,13.96,109,3
Latch_3_10,"Latch_3_BottomPlate__10.binvox, Latch_3_BuckledRing__10.binvox, Latch_3_ControlPanel__10.binvox, Latch_3_Rivet__10.binvox, Latch_3_StrikePlate__10.binvox",16.82,18.9,13.23,125,3
Latch_3_3,"Latch_3_BottomPlate__3.binvox, Latch_3_BuckledRing__3.binvox, Latch_3_ControlPanel__3.binvox, Latch_3_Rivet__3.binvox, Latch_3_StrikePlate__3.binvox",16.24,20.07,14.05,91,3
Latch_3_4,"Latch_3_BottomPlate__4.binvox, Latch_3_BuckledRing__4.binvox, Latch_3_ControlPanel__4.binvox, Latch_3_Rivet__4.binvox, Latch_3_StrikePlate__4.binvox",15.91,19.07,13.35,54,3
Latch_3_5,"Latch_3_BottomPlate__5.binvox, Latch_3_BuckledRing__5.binvox, Latch_3_ControlPanel__5.binvox, Latch_3_Rivet__5.binvox, Latch_3_StrikePlate__5.binvox",16.58,21.08,14.76,99,3
Latch_3_7,"Latch_3_BottomPlate__7.binvox, Latch_3_BuckledRing__7.binvox, Latch_3_ControlPanel__7.binvox, Latch_3_Rivet__7.binvox, Latch_3_StrikePlate__7.binvox",17.89,19.18,13.43,123,3
Latch_3_8,"Latch_3_BottomPlate__8.binvox, Latch_3_BuckledRing__8.binvox, Latch_3_ControlPanel__8.binvox, Latch_3_Rivet__8.binvox, Latch_3_StrikePlate__8.binvox",16.14,19.61,13.73,67,3
Latch_4_1,"Latch_4_BottomPlate__1.binvox, Latch_4_BuckledRing__1.binvox, Latch_4_ControlPanel__1.binvox, Latch_4_Rivet__1.binvox, Latch_4_StrikePlate__1.binvox",16.81,18.52,12.96,85,3
Latch_4_10,"Latch_4_BottomPlate__10.binvox, Latch_4_BuckledRing__10.binvox, Latch_4_ControlPanel__10.binvox, Latch_4_Rivet__10.binvox, Latch_4_StrikePlate__10.binvox",15.94,21.93,15.35,106,3
Latch_4_3,"Latch_4_BottomPlate__3.binvox, Latch_4_BuckledRing__3.binvox, Latch_4_ControlPanel__3.binvox, Latch_4_Rivet__3.binvox, Latch_4_StrikePlate__3.binvox",19.28,20.7,14.49,87,3
Latch_4_4,"Latch_4_BottomPlate__4.binvox, Latch_4_BuckledRing__4.binvox, Latch_4_ControlPanel__4.binvox, Latch_4_Rivet__4.binvox, Latch_4_StrikePlate__4.binvox",17.81,20.3,14.21,83,3
Latch_4_5,"Latch_4_BottomPlate__5.binvox, Latch_4_BuckledRing__5.binvox, Latch_4_ControlPanel__5.binvox, Latch_4_Rivet__5.binvox, Latch_4_StrikePlate__5.binvox",15.94,18.9,13.23,113,3
Latch_4_7,"Latch_4_BottomPlate__7.binvox, Latch_4_BuckledRing__7.binvox, Latch_4_ControlPanel__7.binvox, Latch_4_Rivet__7.binvox, Latch_4_StrikePlate__7.binvox",18.39,21.2,14.84,118,3
Latch_4_8,"Latch_4_BottomPlate__8.binvox, Latch_4_BuckledRing__8.binvox, Latch_4_ControlPanel__8.binvox, Latch_4_Rivet__8.binvox, Latch_4_StrikePlate__8.binvox",16.85,20.76,14.53,135,3
Latch_5_1,"Latch_5_BottomPlate__1.binvox, Latch_5_BuckledRing__1.binvox, Latch_5_ControlPanel__1.binvox, Latch_5_Rivet__1.binvox, Latch_5_StrikePlate__1.binvox",15.93,18.8,13.16,90,3
Latch_5_10,"Latch_5_BottomPlate__10.binvox, Latch_5_BuckledRing__10.binvox, Latch_5_ControlPanel__10.binvox, Latch_5_Rivet__10.binvox, Latch_5_StrikePlate__10.binvox",17.72,19.14,13.4,86,3
Latch_5_3,"Latch_5_BottomPlate__3.binvox, Latch_5_BuckledRing__3.binvox, Latch_5_ControlPanel__3.binvox, Latch_5_Rivet__3.binvox, Latch_5_StrikePlate__3.binvox",16.97,18.52,12.96,95,3
Latch_5_4,"Latch_5_BottomPlate__4.binvox, Latch_5_BuckledRing__4.binvox, Latch_5_ControlPanel__4.binvox, Latch_5_Rivet__4.binvox, Latch_5_StrikePlate__4.binvox",17.97,21.08,14.76,103,3
Latch_5_5,"Latch_5_BottomPlate__5.binvox, Latch_5_BuckledRing__5.binvox, Latch_5_ControlPanel__5.binvox, Latch_5_Rivet__5.binvox, Latch_5_StrikePlate__5.binvox",15.73,19.4,13.58,77,3
Latch_5_7,"Latch_5_BottomPlate__7.binvox, Latch_5_BuckledRing__7.binvox, Latch_5_ControlPanel__7.binvox, Latch_5_Rivet__7.binvox, Latch_5_StrikePlate__7.binvox",15.49,22.51,15.76,70,3
Latch_5_8,"Latch_5_BottomPlate__8.binvox, Latch_5_BuckledRing__8.binvox, Latch_5_ControlPanel__8.binvox, Latch_5_Rivet__8.binvox, Latch_5_StrikePlate__8.binvox",15.49,18.47,12.93,111,3
Latch_6_1,"Latch_6_BottomPlate__1.binvox, Latch_6_BuckledRing__1.binvox, Latch_6_ControlPanel__1.binvox, Latch_6_Rivet__1.binvox, Latch_6_StrikePlate__1.binvox",16.66,22.2,15.54,80,3
Latch_6_10,"Latch_6_BottomPlate__10.binvox, Latch_6_BuckledRing__10.binvox, Latch_6_ControlPanel__10.binvox, Latch_6_Rivet__10.binvox, Latch_6_StrikePlate__10.binvox",18.86,19.26,13.48,107,3
Latch_6_3,"Latch_6_BottomPlate__3.binvox, Latch_6_BuckledRing__3.binvox, Latch_6_ControlPanel__3.binvox, Latch_6_Rivet__3.binvox, Latch_6_StrikePlate__3.binvox",17.14,20.5,14.35,98,3
Latch_6_4,"Latch_6_BottomPlate__4.binvox, Latch_6_BuckledRing__4.binvox, Latch_6_ControlPanel__4.binvox, Latch_6_Rivet__4.binvox, Latch_6_StrikePlate__4.binvox",16.33,19.37,13.56,105,3
Latch_6_5,"Latch_6_BottomPlate__5.binvox, Latch_6_BuckledRing__5.binvox, Latch_6_ControlPanel__5.binvox, Latch_6_Rivet__5.binvox, Latch_6_StrikePlate__5.binvox",17.49,19.73,13.81,97,3
Latch_6_7,"Latch_6_BottomPlate__7.binvox, Latch_6_BuckledRing__7.binvox, Latch_6_ControlPanel__7.binvox, Latch_6_Rivet__7.binvox, Latch_6_StrikePlate__7.binvox",16.95,21.59,15.11,95,3
Latch_6_8,"Latch_6_BottomPlate__8.binvox, Latch_6_BuckledRing__8.binvox, Latch_6_ControlPanel__8.binvox, Latch_6_Rivet__8.binvox, Latch_6_StrikePlate__8.binvox",17.93,18.85,13.2,85,3
Latch_7_1,"Latch_7_BottomPlate__1.binvox, Latch_7_BuckledRing__1.binvox, Latch_7_ControlPanel__1.binvox, Latch_7_Rivet__1.binvox, Latch_7_StrikePlate__1.binvox",18.08,19.36,13.55,118,3
Latch_7_10,"Latch_7_BottomPlate__10.binvox, Latch_7_BuckledRing__10.binvox, Latch_7_ControlPanel__10.binvox, Latch_7_Rivet__10.binvox, Latch_7_StrikePlate__10.binvox",18.23,21.05,14.74,110,3
Latch_7_3,"Latch_7_BottomPlate__3.binvox, Latch_7_BuckledRing__3.binvox, Latch_7_ControlPanel__3.binvox, Latch_7_Rivet__3.binvox, Latch_7_StrikePlate__3.binvox",18.02,19.74,13.82,119,3
Latch_7_4,"Latch_7_BottomPlate__4.binvox, Latch_7_BuckledRing__4.binvox, Latch_7_ControlPanel__4.binvox, Latch_7_Rivet__4.binvox, Latch_7_StrikePlate__4.binvox",15.87,21.57,15.1,94,3
Latch_7_5,"Latch_7_BottomPlate__5.binvox, Latch_7_BuckledRing__5.binvox, Latch_7_ControlPanel__5.binvox, Latch_7_Rivet__5.binvox, Latch_7_StrikePlate__5.binvox",15.55,21.29,14.9,93,3
Latch_7_7,"Latch_7_BottomPlate__7.binvox, Latch_7_BuckledRing__7.binvox, Latch_7_ControlPanel__7.binvox, Latch_7_Rivet__7.binvox, Latch_7_StrikePlate__7.binvox",16.18,21.22,14.85,120,3
Latch_7_8,"Latch_7_BottomPlate__8.binvox, Latch_7_BuckledRing__8.binvox, Latch_7_ControlPanel__8.binvox, Latch_7_Rivet__8.binvox, Latch_7_StrikePlate__8.binvox",19.22,20.62,14.43,115,3
Latch_8_1,"Latch_8_BottomPlate__1.binvox, Latch_8_BuckledRing__1.binvox, Latch_8_ControlPanel__1.binvox, Latch_8_Rivet__1.binvox, Latch_8_StrikePlate__1.binvox",20.83,20.69,14.48,125,3
Latch_8_10,"Latch_8_BottomPlate__10.binvox, Latch_8_BuckledRing__10.binvox, Latch_8_ControlPanel__10.binvox, Latch_8_Rivet__10.binvox, Latch_8_StrikePlate__10.binvox",16.23,20.26,14.18,102,3
Latch_8_3,"Latch_8_BottomPlate__3.binvox, Latch_8_BuckledRing__3.binvox, Latch_8_ControlPanel__3.binvox, Latch_8_Rivet__3.binvox, Latch_8_StrikePlate__3.binvox",20.39,18.89,13.22,102,3
Latch_8_4,"Latch_8_BottomPlate__4.binvox, Latch_8_BuckledRing__4.binvox, Latch_8_ControlPanel__4.binvox, Latch_8_Rivet__4.binvox, Latch_8_StrikePlate__4.binvox",18.75,22.12,15.48,80,3
Latch_8_5,"Latch_8_BottomPlate__5.binvox, Latch_8_BuckledRing__5.binvox, Latch_8_ControlPanel__5.binvox, Latch_8_Rivet__5.binvox, Latch_8_StrikePlate__5.binvox",21.43,19.98,13.99,94,3
Latch_8_7,"Latch_8_BottomPlate__7.binvox, Latch_8_BuckledRing__7.binvox, Latch_8_ControlPanel__7.binvox, Latch_8_Rivet__7.binvox, Latch_8_StrikePlate__7.binvox",19.3,20.74,14.52,91,3
Latch_8_8,"Latch_8_BottomPlate__8.binvox, Latch_8_BuckledRing__8.binvox, Latch_8_ControlPanel__8.binvox, Latch_8_Rivet__8.binvox, Latch_8_StrikePlate__8.binvox",18.84,19.15,13.41,62,3
Latch_9_1,"Latch_9_BottomPlate__1.binvox, Latch_9_BuckledRing__1.binvox, Latch_9_ControlPanel__1.binvox, Latch_9_Rivet__1.binvox, Latch_9_StrikePlate__1.binvox",17.73,19.74,13.82,90,3
Latch_9_10,"Latch_9_BottomPlate__10.binvox, Latch_9_BuckledRing__10.binvox, Latch_9_ControlPanel__10.binvox, Latch_9_Rivet__10.binvox, Latch_9_StrikePlate__10.binvox",18.18,18.73,13.11,65,3
Latch_9_3,"Latch_9_BottomPlate__3.binvox, Latch_9_BuckledRing__3.binvox, Latch_9_ControlPanel__3.binvox, Latch_9_Rivet__3.binvox, Latch_9_StrikePlate__3.binvox",17.39,22.51,15.76,89,3
Latch_9_4,"Latch_9_BottomPlate__4.binvox, Latch_9_BuckledRing__4.binvox, Latch_9_ControlPanel__4.binvox, Latch_9_Rivet__4.binvox, Latch_9_StrikePlate__4.binvox",16.52,19.94,13.96,129,3
Latch_9_5,"Latch_9_BottomPlate__5.binvox, Latch_9_BuckledRing__5.binvox, Latch_9_ControlPanel__5.binvox, Latch_9_Rivet__5.binvox, Latch_9_StrikePlate__5.binvox",19.05,21.88,15.32,91,3
Latch_9_7,"Latch_9_BottomPlate__7.binvox, Latch_9_BuckledRing__7.binvox, Latch_9_ControlPanel__7.binvox, Latch_9_Rivet__7.binvox, Latch_9_StrikePlate__7.binvox",15.92,20.95,14.67,89,3
Latch_9_8,"Latch_9_BottomPlate__8.binvox, Latch_9_BuckledRing__8.binvox, Latch_9_ControlPanel__8.binvox, Latch_9_Rivet__8.binvox, Latch_9_StrikePlate__8.binvox",16.44,22.55,15.79,140,3
