Assembly_ID,Sub_parts,Assembly_Time,Assembly_Cost,Restrictive_Tolerance,Quantity,Supplier
Clamp_17_1,"Clamp_17_Frame__1.binvox, Clamp_17_Handle__1.binvox, Clamp_17_Pad__1.binvox, Clamp_17_PinScrew__1.binvox",16.57,18.56,-1.48,454,2
Clamp_18_1,"Clamp_18_Frame__1.binvox, Clamp_18_Handle__1.binvox, Clamp_18_Pad__1.binvox, Clamp_18_PinScrew__1.binvox",18.22,20.41,-1.95,534,2
Clamp_1_2,"Clamp_1_Frame__2.binvox, Clamp_1_Handle__2.binvox, Clamp_1_Pad__2.binvox, Clamp_1_PinScrew__2.binvox",16.31,18.27,-1.68,502,2
Clamp_1_3,"Clamp_1_Frame__3.binvox, Clamp_1_Handle__3.binvox, Clamp_1_Pad__3.binvox, Clamp_1_PinScrew__3.binvox",16.17,18.11,-2.72,492,2
Clamp_1_4,"Clamp_1_Frame__4.binvox, Clamp_1_Handle__4.binvox, Clamp_1_Pad__4.binvox, Clamp_1_PinScrew__4.binvox",17.65,19.77,-1.0,519,2
Clamp_1_5,"Clamp_1_Frame__5.binvox, Clamp_1_Handle__5.binvox, Clamp_1_Pad__5.binvox, Clamp_1_PinScrew__5.binvox",17.01,19.05,-2.75,514,2
Clamp_1_7,"Clamp_1_Frame__7.binvox, Clamp_1_Handle__7.binvox, Clamp_1_Pad__7.binvox, Clamp_1_PinScrew__7.binvox",16.2,18.14,-1.2,536,2
Clamp_1_9,"Clamp_1_Frame__9.binvox, Clamp_1_Handle__9.binvox, Clamp_1_Pad__9.binvox, Clamp_1_PinScrew__9.binvox",18.84,21.1,-2.79,508,2
Clamp_20_1,"Clamp_20_Frame__1.binvox, Clamp_20_Handle__1.binvox, Clamp_20_Pad__1.binvox, Clamp_20_PinScrew__1.binvox",18.76,21.01,-1.95,498,2
Clamp_2_2,"Clamp_2_Frame__2.binvox, Clamp_2_Handle__2.binvox, Clamp_2_Pad__2.binvox, Clamp_2_PinScrew__2.binvox",16.75,18.76,-1.11,501,2
Clamp_2_3,"Clamp_2_Frame__3.binvox, Clamp_2_Handle__3.binvox, Clamp_2_Pad__3.binvox, Clamp_2_PinScrew__3.binvox",17.33,19.41,-2.91,501,2
Clamp_2_4,"Clamp_2_Frame__4.binvox, Clamp_2_Handle__4.binvox, Clamp_2_Pad__4.binvox, Clamp_2_PinScrew__4.binvox",15.9,17.81,-1.69,464,2
Clamp_2_5,"Clamp_2_Frame__5.binvox, Clamp_2_Handle__5.binvox, Clamp_2_Pad__5.binvox, Clamp_2_PinScrew__5.binvox",18.96,21.24,-2.68,521,2
Clamp_2_7,"Clamp_2_Frame__7.binvox, Clamp_2_Handle__7.binvox, Clamp_2_Pad__7.binvox, Clamp_2_PinScrew__7.binvox",15.96,17.88,-1.43,447,2
Clamp_2_9,"Clamp_2_Frame__9.binvox, Clamp_2_Handle__9.binvox, Clamp_2_Pad__9.binvox, Clamp_2_PinScrew__9.binvox",18.87,21.13,-2.97,462,2
Clamp_3_2,"Clamp_3_Frame__2.binvox, Clamp_3_Handle__2.binvox, Clamp_3_Pad__2.binvox, Clamp_3_PinScrew__2.binvox",18.43,20.64,-2.22,475,2
Clamp_3_3,"Clamp_3_Frame__3.binvox, Clamp_3_Handle__3.binvox, Clamp_3_Pad__3.binvox, Clamp_3_PinScrew__3.binvox",18.16,20.34,-3.11,533,2
Clamp_3_4,"Clamp_3_Frame__4.binvox, Clamp_3_Handle__4.binvox, Clamp_3_Pad__4.binvox, Clamp_3_PinScrew__4.binvox",16.93,18.96,-2.7,487,2
Clamp_3_5,"Clamp_3_Frame__5.binvox, Clamp_3_Handle__5.binvox, Clamp_3_Pad__5.binvox, Clamp_3_PinScrew__5.binvox",17.98,20.14,-2.58,519,2
Clamp_3_7,"Clamp_3_Frame__7.binvox, Clamp_3_Handle__7.binvox, Clamp_3_Pad__7.binvox, Clamp_3_PinScrew__7.binvox",18.88,21.15,-2.57,486,2
Clamp_3_9,"Clamp_3_Frame__9.binvox, Clamp_3_Handle__9.binvox, Clamp_3_Pad__9.binvox, Clamp_3_PinScrew__9.binvox",17.48,19.58,-3.14,564,2
Clamp_4_2,"Clamp_4_Frame__2.binvox, Clamp_4_PinScrew__2.binvox",7.8,8.74,-3.0,533,2
Clamp_4_3,"Clamp_4_Frame__3.binvox, Clamp_4_PinScrew__3.binvox",8.43,9.44,-3.12,498,2
Clamp_4_4,"Clamp_4_Frame__4.binvox, Clamp_4_PinScrew__4.binvox",9.38,10.51,-2.43,525,2
Clamp_4_5,"Clamp_4_Frame__5.binvox, Clamp_4_PinScrew__5.binvox",9.21,10.32,-3.21,501,2
Clamp_4_7,"Clamp_4_Frame__7.binvox, Clamp_4_PinScrew__7.binvox",8.12,9.09,-2.69,475,2
Clamp_4_9,"Clamp_4_Frame__9.binvox, Clamp_4_PinScrew__9.binvox",7.91,8.86,-2.72,507,2
Clamp_5_2,"Clamp_5_Frame__2.binvox, Clamp_5_Handle__2.binvox, Clamp_5_Pad__2.binvox, Clamp_5_PinScrew__2.binvox",17.68,19.8,-1.45,479,2
Clamp_5_3,"Clamp_5_Frame__3.binvox, Clamp_5_Handle__3.binvox, Clamp_5_Pad__3.binvox, Clamp_5_PinScrew__3.binvox",17.78,19.91,-1.69,510,2
Clamp_5_4,"Clamp_5_Frame__4.binvox, Clamp_5_Handle__4.binvox, Clamp_5_Pad__4.binvox, Clamp_5_PinScrew__4.binvox",17.03,19.07,-3.0,536,2
Clamp_5_5,"Clamp_5_Frame__5.binvox, Clamp_5_Handle__5.binvox, Clamp_5_Pad__5.binvox, Clamp_5_PinScrew__5.binvox",16.68,18.68,-3.14,447,2
Clamp_5_7,"Clamp_5_Frame__7.binvox, Clamp_5_Handle__7.binvox, Clamp_5_Pad__7.binvox, Clamp_5_PinScrew__7.binvox",16.21,18.16,-2.35,483,2
Clamp_5_9,"Clamp_5_Frame__9.binvox, Clamp_5_Handle__9.binvox, Clamp_5_Pad__9.binvox, Clamp_5_PinScrew__9.binvox",16.4,18.37,-2.46,451,2
Clamp_6_1,"Clamp_6_Frame__1.binvox, Clamp_6_Pad__1.binvox, Clamp_6_PinScrew__1.binvox",14.5,16.24,-1.91,473,2
Clamp_7_1,"Clamp_7_Frame__1.binvox, Clamp_7_PinScrew__1.binvox",8.79,9.84,-2.84,503,2
Clamp_8_1,"Clamp_8_Frame__1.binvox, Clamp_8_Handle__1.binvox, Clamp_8_Pad__1.binvox, Clamp_8_PinScrew__1.binvox",19.05,21.34,-1.67,495,2
Hinge_10_1,"Hinge_10_LeafLeft__1.binvox, Hinge_10_LeafRight__1.binvox, Hinge_10_Pin__1.binvox",3.5,3.92,-15.06,999,3
Hinge_10_10,"Hinge_10_LeafLeft__10.binvox, Hinge_10_LeafRight__10.binvox, Hinge_10_Pin__10.binvox",3.49,3.91,-15.08,973,3
Hinge_10_3,"Hinge_10_LeafLeft__3.binvox, Hinge_10_LeafRight__3.binvox, Hinge_10_Pin__3.binvox",3.61,4.04,-14.88,1038,3
Hinge_10_4,"Hinge_10_LeafLeft__4.binvox, Hinge_10_LeafRight__4.binvox, Hinge_10_Pin__4.binvox",4.13,4.63,-14.14,1013,3
Hinge_10_5,"Hinge_10_LeafLeft__5.binvox, Hinge_10_LeafRight__5.binvox, Hinge_10_Pin__5.binvox",3.61,4.04,-14.56,957,3
Hinge_10_7,"Hinge_10_LeafLeft__7.binvox, Hinge_10_LeafRight__7.binvox, Hinge_10_Pin__7.binvox",4.04,4.52,-15.45,1007,3
Hinge_10_8,"Hinge_10_LeafLeft__8.binvox, Hinge_10_LeafRight__8.binvox, Hinge_10_Pin__8.binvox",3.73,4.18,-14.17,1068,3
Hinge_1_1,"Hinge_1_LeafLeft__1.binvox, Hinge_1_LeafRight__1.binvox, Hinge_1_Pin__1.binvox",3.97,4.45,-7.04,947,3
Hinge_1_10,"Hinge_1_LeafLeft__10.binvox, Hinge_1_LeafRight__10.binvox, Hinge_1_Pin__10.binvox",4.1,4.59,-8.92,946,3
Hinge_1_3,"Hinge_1_LeafLeft__3.binvox, Hinge_1_LeafRight__3.binvox, Hinge_1_Pin__3.binvox",4.09,4.58,-8.9,1062,3
Hinge_1_4,"Hinge_1_LeafLeft__4.binvox, Hinge_1_LeafRight__4.binvox, Hinge_1_Pin__4.binvox",4.22,4.73,-8.51,1032,3
Hinge_1_5,"Hinge_1_LeafLeft__5.binvox, Hinge_1_LeafRight__5.binvox, Hinge_1_Pin__5.binvox",3.81,4.27,-8.13,980,3
Hinge_1_7,"Hinge_1_LeafLeft__7.binvox, Hinge_1_LeafRight__7.binvox, Hinge_1_Pin__7.binvox",3.93,4.4,-8.78,1000,3
Hinge_1_8,"Hinge_1_LeafLeft__8.binvox, Hinge_1_LeafRight__8.binvox, Hinge_1_Pin__8.binvox",4.06,4.55,-7.74,1008,3
Hinge_2_1,"Hinge_2_LeafLeft__1.binvox, Hinge_2_LeafRight__1.binvox, Hinge_2_Pin__1.binvox",4.04,4.52,-7.04,993,3
Hinge_2_10,"Hinge_2_LeafLeft__10.binvox, Hinge_2_LeafRight__10.binvox, Hinge_2_Pin__10.binvox",3.94,4.41,-8.09,947,3
Hinge_2_3,"Hinge_2_LeafLeft__3.binvox, Hinge_2_LeafRight__3.binvox, Hinge_2_Pin__3.binvox",3.65,4.09,-7.94,976,3
Hinge_2_4,"Hinge_2_LeafLeft__4.binvox, Hinge_2_LeafRight__4.binvox, Hinge_2_Pin__4.binvox",4.02,4.5,-7.86,967,3
Hinge_2_5,"Hinge_2_LeafLeft__5.binvox, Hinge_2_LeafRight__5.binvox, Hinge_2_Pin__5.binvox",4.15,4.65,-7.21,956,3
Hinge_2_7,"Hinge_2_LeafLeft__7.binvox, Hinge_2_LeafRight__7.binvox, Hinge_2_Pin__7.binvox",3.65,4.09,-7.85,1023,3
Hinge_2_8,"Hinge_2_LeafLeft__8.binvox, Hinge_2_LeafRight__8.binvox, Hinge_2_Pin__8.binvox",3.8,4.26,-8.43,933,3
Hinge_3_1,"Hinge_3_LeafLeft__1.binvox, Hinge_3_LeafRight__1.binvox, Hinge_3_Pin__1.binvox",3.98,4.46,-10.47,1068,3
Hinge_3_10,"Hinge_3_LeafLeft__10.binvox, Hinge_3_LeafRight__10.binvox, Hinge_3_Pin__10.binvox",3.82,4.28,-9.72,961,3
Hinge_3_3,"Hinge_3_LeafLeft__3.binvox, Hinge_3_LeafRight__3.binvox, Hinge_3_Pin__3.binvox",4.11,4.6,-9.2,1046,3
Hinge_3_4,"Hinge_3_LeafLeft__4.binvox, Hinge_3_LeafRight__4.binvox, Hinge_3_Pin__4.binvox",3.9,4.37,-7.56,1020,3
Hinge_3_5,"Hinge_3_LeafLeft__5.binvox, Hinge_3_LeafRight__5.binvox, Hinge_3_Pin__5.binvox",3.73,4.18,-7.95,963,3
Hinge_3_7,"Hinge_3_LeafLeft__7.binvox, Hinge_3_LeafRight__7.binvox, Hinge_3_Pin__7.binvox",3.99,4.47,-9.58,1002,3
Hinge_3_8,"Hinge_3_LeafLeft__8.binvox, Hinge_3_LeafRight__8.binvox, Hinge_3_Pin__8.binvox",3.85,4.31,-9.89,1028,3
Hinge_4_1,"Hinge_4_LeafLeft__1.binvox, Hinge_4_LeafRight__1.binvox, Hinge_4_Pin__1.binvox",4.01,4.49,-11.23,964,3
Hinge_4_10,"Hinge_4_LeafLeft__10.binvox, Hinge_4_LeafRight__10.binvox, Hinge_4_Pin__10.binvox",3.62,4.05,-9.66,927,3
Hinge_4_3,"Hinge_4_LeafLeft__3.binvox, Hinge_4_LeafRight__3.binvox, Hinge_4_Pin__3.binvox",3.99,4.47,-12.32,1027,3
Hinge_4_4,"Hinge_4_LeafLeft__4.binvox, Hinge_4_LeafRight__4.binvox, Hinge_4_Pin__4.binvox",3.9,4.37,-12.26,993,3
Hinge_4_5,"Hinge_4_LeafLeft__5.binvox, Hinge_4_LeafRight__5.binvox, Hinge_4_Pin__5.binvox",3.96,4.44,-12.9,969,3
Hinge_4_7,"Hinge_4_LeafLeft__7.binvox, Hinge_4_LeafRight__7.binvox, Hinge_4_Pin__7.binvox",3.48,3.9,-9.14,979,3
Hinge_4_8,"Hinge_4_LeafLeft__8.binvox, Hinge_4_LeafRight__8.binvox, Hinge_4_Pin__8.binvox",4.08,4.57,-10.92,1025,3
Hinge_5_1,"Hinge_5_LeafLeft__1.binvox, Hinge_5_LeafRight__1.binvox, Hinge_5_Pin__1.binvox",4.11,4.6,-8.33,1014,3
Hinge_5_10,"Hinge_5_LeafLeft__10.binvox, Hinge_5_LeafRight__10.binvox, Hinge_5_Pin__10.binvox",4.11,4.6,-10.24,1038,3
Hinge_5_3,"Hinge_5_LeafLeft__3.binvox, Hinge_5_LeafRight__3.binvox, Hinge_5_Pin__3.binvox",3.57,4.0,-8.9,951,3
Hinge_5_4,"Hinge_5_LeafLeft__4.binvox, Hinge_5_LeafRight__4.binvox, Hinge_5_Pin__4.binvox",3.96,4.44,-8.1,989,3
Hinge_5_5,"Hinge_5_LeafLeft__5.binvox, Hinge_5_LeafRight__5.binvox, Hinge_5_Pin__5.binvox",3.54,3.96,-8.17,1028,3
Hinge_5_7,"Hinge_5_LeafLeft__7.binvox, Hinge_5_LeafRight__7.binvox, Hinge_5_Pin__7.binvox",3.92,4.39,-9.4,995,3
Hinge_5_8,"Hinge_5_LeafLeft__8.binvox, Hinge_5_LeafRight__8.binvox, Hinge_5_Pin__8.binvox",4.19,4.69,-11.16,1059,3
Hinge_6_1,"Hinge_6_LeafLeft__1.binvox, Hinge_6_LeafRight__1.binvox, Hinge_6_Pin__1.binvox",4.12,4.61,-16.83,1066,3
Hinge_6_10,"Hinge_6_LeafLeft__10.binvox, Hinge_6_LeafRight__10.binvox, Hinge_6_Pin__10.binvox",3.56,3.99,-17.89,1029,3
Hinge_6_3,"Hinge_6_LeafLeft__3.binvox, Hinge_6_LeafRight__3.binvox, Hinge_6_Pin__3.binvox",3.48,3.9,-17.88,974,3
Hinge_6_4,"Hinge_6_LeafLeft__4.binvox, Hinge_6_LeafRight__4.binvox, Hinge_6_Pin__4.binvox",3.61,4.04,-13.61,952,3
Hinge_6_5,"Hinge_6_LeafLeft__5.binvox, Hinge_6_LeafRight__5.binvox, Hinge_6_Pin__5.binvox",3.88,4.35,-14.89,1062,3
Hinge_6_7,"Hinge_6_LeafLeft__7.binvox, Hinge_6_LeafRight__7.binvox, Hinge_6_Pin__7.binvox",4.21,4.72,-17.37,1006,3
Hinge_6_8,"Hinge_6_LeafLeft__8.binvox, Hinge_6_LeafRight__8.binvox, Hinge_6_Pin__8.binvox",4.17,4.67,-16.26,1002,3
Hinge_7_1,"Hinge_7_LeafLeft__1.binvox, Hinge_7_LeafRight__1.binvox, Hinge_7_Pin__1.binvox",4.21,4.72,-14.94,1010,3
Hinge_7_10,"Hinge_7_LeafLeft__10.binvox, Hinge_7_LeafRight__10.binvox, Hinge_7_Pin__10.binvox",3.8,4.26,-17.82,968,3
Hinge_7_3,"Hinge_7_LeafLeft__3.binvox, Hinge_7_LeafRight__3.binvox, Hinge_7_Pin__3.binvox",4.09,4.58,-14.87,1013,3
Hinge_7_4,"Hinge_7_LeafLeft__4.binvox, Hinge_7_LeafRight__4.binvox, Hinge_7_Pin__4.binvox",4.12,4.61,-13.86,1040,3
Hinge_7_5,"Hinge_7_LeafLeft__5.binvox, Hinge_7_LeafRight__5.binvox, Hinge_7_Pin__5.binvox",4.16,4.66,-15.07,965,3
Hinge_7_7,"Hinge_7_LeafLeft__7.binvox, Hinge_7_LeafRight__7.binvox, Hinge_7_Pin__7.binvox",3.64,4.08,-16.22,940,3
Hinge_7_8,"Hinge_7_LeafLeft__8.binvox, Hinge_7_LeafRight__8.binvox, Hinge_7_Pin__8.binvox",3.48,3.9,-17.06,1023,3
Hinge_8_1,"Hinge_8_LeafLeft__1.binvox, Hinge_8_LeafRight__1.binvox, Hinge_8_Pin__1.binvox",4.16,4.66,-10.04,1079,3
Hinge_8_10,"Hinge_8_LeafLeft__10.binvox, Hinge_8_LeafRight__10.binvox, Hinge_8_Pin__10.binvox",3.72,4.17,-12.5,1025,3
Hinge_8_3,"Hinge_8_LeafLeft__3.binvox, Hinge_8_LeafRight__3.binvox, Hinge_8_Pin__3.binvox",4.15,4.65,-10.23,966,3
Hinge_8_4,"Hinge_8_LeafLeft__4.binvox, Hinge_8_LeafRight__4.binvox, Hinge_8_Pin__4.binvox",4.06,4.55,-8.77,1066,3
Hinge_8_5,"Hinge_8_LeafLeft__5.binvox, Hinge_8_LeafRight__5.binvox, Hinge_8_Pin__5.binvox",3.84,4.3,-8.48,1098,3
Hinge_8_7,"Hinge_8_LeafLeft__7.binvox, Hinge_8_LeafRight__7.binvox, Hinge_8_Pin__7.binvox",4.21,4.72,-12.45,1008,3
Hinge_8_8,"Hinge_8_LeafLeft__8.binvox, Hinge_8_LeafRight__8.binvox, Hinge_8_Pin__8.binvox",3.74,4.19,-10.33,1081,3
Hinge_9_1,"Hinge_9_LeafLeft__1.binvox, Hinge_9_LeafRight__1.binvox, Hinge_9_Pin__1.binvox",3.99,4.47,-9.24,951,3
Hinge_9_10,"Hinge_9_LeafLeft__10.binvox, Hinge_9_LeafRight__10.binvox, Hinge_9_Pin__10.binvox",3.93,4.4,-9.48,1094,3
Hinge_9_3,"Hinge_9_LeafLeft__3.binvox, Hinge_9_LeafRight__3.binvox, Hinge_9_Pin__3.binvox",3.96,4.44,-10.5,1023,3
Hinge_9_4,"Hinge_9_LeafLeft__4.binvox, Hinge_9_LeafRight__4.binvox, Hinge_9_Pin__4.binvox",4.07,4.56,-10.02,963,3
Hinge_9_5,"Hinge_9_LeafLeft__5.binvox, Hinge_9_LeafRight__5.binvox, Hinge_9_Pin__5.binvox",3.9,4.37,-9.64,1057,3
Hinge_9_7,"Hinge_9_LeafLeft__7.binvox, Hinge_9_LeafRight__7.binvox, Hinge_9_Pin__7.binvox",3.89,4.36,-9.87,933,3
Hinge_9_8,"Hinge_9_LeafLeft__8.binvox, Hinge_9_LeafRight__8.binvox, Hinge_9_Pin__8.binvox",3.79,4.24,-8.32,1032,3
Latch_10_1,"Latch_10_BottomPlate__1.binvox, Latch_10_BuckledRing__1.binvox, Latch_10_ControlPanel__1.binvox, Latch_10_Rivet__1.binvox, Latch_10_StrikePlate__1.binvox",8.98,10.06,-9.19,1026,3
Latch_10_10,"Latch_10_BottomPlate__10.binvox, Latch_10_BuckledRing__10.binvox, Latch_10_ControlPanel__10.binvox, Latch_10_Rivet__10.binvox, Latch_10_StrikePlate__10.binvox",8.76,9.81,-10.67,955,3
Latch_10_3,"Latch_10_BottomPlate__3.binvox, Latch_10_BuckledRing__3.binvox, Latch_10_ControlPanel__3.binvox, Latch_10_Rivet__3.binvox, Latch_10_StrikePlate__3.binvox",8.65,9.69,-9.93,998,3
Latch_10_4,"Latch_10_BottomPlate__4.binvox, Latch_10_BuckledRing__4.binvox, Latch_10_ControlPanel__4.binvox, Latch_10_Rivet__4.binvox, Latch_10_StrikePlate__4.binvox",7.74,8.67,-10.14,1003,3
Latch_10_5,"Latch_10_BottomPlate__5.binvox, Latch_10_BuckledRing__5.binvox, Latch_10_ControlPanel__5.binvox, Latch_10_Rivet__5.binvox, Latch_10_StrikePlate__5.binvox",8.31,9.31,-9.3,971,3
Latch_10_7,"Latch_10_BottomPlate__7.binvox, Latch_10_BuckledRing__7.binvox, Latch_10_ControlPanel__7.binvox, Latch_10_Rivet__7.binvox, Latch_10_StrikePlate__7.binvox",8.14,9.12,-10.41,1044,3
Latch_10_8,"Latch_10_BottomPlate__8.binvox, Latch_10_BuckledRing__8.binvox, Latch_10_ControlPanel__8.binvox, Latch_10_Rivet__8.binvox, Latch_10_StrikePlate__8.binvox",8.72,9.77,-9.69,943,3
Latch_1_1,"Latch_1_BottomPlate__1.binvox, Latch_1_BuckledRing__1.binvox, Latch_1_ControlPanel__1.binvox, Latch_1_Rivet__1.binvox, Latch_1_StrikePlate__1.binvox",9.01,10.09,-7.71,996,3
Latch_1_10,"Latch_1_BottomPlate__10.binvox, Latch_1_BuckledRing__10.binvox, Latch_1_ControlPanel__10.binvox, Latch_1_Rivet__10.binvox, Latch_1_StrikePlate__10.binvox",7.58,8.49,-8.22,1009,3
Latch_1_3,"Latch_1_BottomPlate__3.binvox, Latch_1_BuckledRing__3.binvox, Latch_1_ControlPanel__3.binvox, Latch_1_Rivet__3.binvox, Latch_1_StrikePlate__3.binvox",8.15,9.13,-8.13,1012,3
Latch_1_4,"Latch_1_BottomPlate__4.binvox, Latch_1_BuckledRing__4.binvox, Latch_1_ControlPanel__4.binvox, Latch_1_Rivet__4.binvox, Latch_1_StrikePlate__4.binvox",8.08,9.05,-9.0,1066,3
Latch_1_5,"Latch_1_BottomPlate__5.binvox, Latch_1_BuckledRing__5.binvox, Latch_1_ControlPanel__5.binvox, Latch_1_Rivet__5.binvox, Latch_1_StrikePlate__5.binvox",7.54,8.44,-9.49,979,3
Latch_1_7,"Latch_1_BottomPlate__7.binvox, Latch_1_BuckledRing__7.binvox, Latch_1_ControlPanel__7.binvox, Latch_1_Rivet__7.binvox, Latch_1_StrikePlate__7.binvox",8.76,9.81,-7.07,991,3
Latch_1_8,"Latch_1_BottomPlate__8.binvox, Latch_1_BuckledRing__8.binvox, Latch_1_ControlPanel__8.binvox, Latch_1_Rivet__8.binvox, Latch_1_StrikePlate__8.binvox",7.86,8.8,-7.54,979,3
Latch_2_1,"Latch_2_BottomPlate__1.binvox, Latch_2_BuckledRing__1.binvox, Latch_2_ControlPanel__1.binvox, Latch_2_Rivet__1.binvox, Latch_2_StrikePlate__1.binvox",7.69,8.61,-10.08,948,3
Latch_2_10,"Latch_2_BottomPlate__10.binvox, Latch_2_BuckledRing__10.binvox, Latch_2_ControlPanel__10.binvox, Latch_2_Rivet__10.binvox, Latch_2_StrikePlate__10.binvox",7.82,8.76,-9.1,1003,3
Latch_2_3,"Latch_2_BottomPlate__3.binvox, Latch_2_BuckledRing__3.binvox, Latch_2_ControlPanel__3.binvox, Latch_2_Rivet__3.binvox, Latch_2_StrikePlate__3.binvox",7.55,8.46,-10.83,1005,3
Latch_2_4,"Latch_2_BottomPlate__4.binvox, Latch_2_BuckledRing__4.binvox, Latch_2_ControlPanel__4.binvox, Latch_2_Rivet__4.binvox, Latch_2_StrikePlate__4.binvox",8.23,9.22,-9.02,1038,3
Latch_2_5,"Latch_2_BottomPlate__5.binvox, Latch_2_BuckledRing__5.binvox, Latch_2_ControlPanel__5.binvox, Latch_2_Rivet__5.binvox, Latch_2_StrikePlate__5.binvox",8.19,9.17,-9.81,1100,3
Latch_2_7,"Latch_2_BottomPlate__7.binvox, Latch_2_BuckledRing__7.binvox, Latch_2_ControlPanel__7.binvox, Latch_2_Rivet__7.binvox, Latch_2_StrikePlate__7.binvox",8.92,9.99,-10.85,1003,3
Latch_2_8,"Latch_2_BottomPlate__8.binvox, Latch_2_BuckledRing__8.binvox, Latch_2_ControlPanel__8.binvox, Latch_2_Rivet__8.binvox, Latch_2_StrikePlate__8.binvox",8.42,9.43,-10.63,1022,3
Latch_3_1,"Latch_3_BottomPlate__1.binvox, Latch_3_BuckledRing__1.binvox, Latch_3_ControlPanel__1.binvox, Latch_3_Rivet__1.binvox, Latch_3_StrikePlate__1.binvox",8.07,9.04,-9.29,922,3
Latch_3_10,"Latch_3_BottomPlate__10.binvox, Latch_3_BuckledRing__10.binvox, Latch_3_ControlPanel__10.binvox, Latch_3_Rivet__10.binvox, Latch_3_StrikePlate__10.binvox",7.58,8.49,-9.52,959,3
Latch_3_3,"Latch_3_BottomPlate__3.binvox, Latch_3_BuckledRing__3.binvox, Latch_3_ControlPanel__3.binvox, Latch_3_Rivet__3.binvox, Latch_3_StrikePlate__3.binvox",9.01,10.09,-9.13,952,3
Latch_3_4,"Latch_3_BottomPlate__4.binvox, Latch_3_BuckledRing__4.binvox, Latch_3_ControlPanel__4.binvox, Latch_3_Rivet__4.binvox, Latch_3_StrikePlate__4.binvox",8.87,9.93,-9.88,939,3
Latch_3_5,"Latch_3_BottomPlate__5.binvox, Latch_3_BuckledRing__5.binvox, Latch_3_ControlPanel__5.binvox, Latch_3_Rivet__5.binvox, Latch_3_StrikePlate__5.binvox",8.56,9.59,-9.79,969,3
Latch_3_7,"Latch_3_BottomPlate__7.binvox, Latch_3_BuckledRing__7.binvox, Latch_3_ControlPanel__7.binvox, Latch_3_Rivet__7.binvox, Latch_3_StrikePlate__7.binvox",7.64,8.56,-9.51,997,3
Latch_3_8,"Latch_3_BottomPlate__8.binvox, Latch_3_BuckledRing__8.binvox, Latch_3_ControlPanel__8.binvox, Latch_3_Rivet__8.binvox, Latch_3_StrikePlate__8.binvox",8.38,9.39,-9.04,1042,3
Latch_4_1,"Latch_4_BottomPlate__1.binvox, Latch_4_BuckledRing__1.binvox, Latch_4_ControlPanel__1.binvox, Latch_4_Rivet__1.binvox, Latch_4_StrikePlate__1.binvox",7.55,8.46,-9.37,990,3
Latch_4_10,"Latch_4_BottomPlate__10.binvox, Latch_4_BuckledRing__10.binvox, Latch_4_ControlPanel__10.binvox, Latch_4_Rivet__10.binvox, Latch_4_StrikePlate__10.binvox",8.67,9.71,-9.75,966,3
Latch_4_3,"Latch_4_BottomPlate__3.binvox, Latch_4_BuckledRing__3.binvox, Latch_4_ControlPanel__3.binvox, Latch_4_Rivet__3.binvox, Latch_4_StrikePlate__3.binvox",8.11,9.08,-9.32,971,3
Latch_4_4,"Latch_4_BottomPlate__4.binvox, Latch_4_BuckledRing__4.binvox, Latch_4_ControlPanel__4.binvox, Latch_4_Rivet__4.binvox, Latch_4_StrikePlate__4.binvox",8.0,8.96,-9.44,1024,3
Latch_4_5,"Latch_4_BottomPlate__5.binvox, Latch_4_BuckledRing__5.binvox, Latch_4_ControlPanel__5.binvox, Latch_4_Rivet__5.binvox, Latch_4_StrikePlate__5.binvox",7.58,8.49,-9.11,954,3
Latch_4_7,"Latch_4_BottomPlate__7.binvox, Latch_4_BuckledRing__7.binvox, Latch_4_ControlPanel__7.binvox, Latch_4_Rivet__7.binvox, Latch_4_StrikePlate__7.binvox",8.29,9.28,-10.67,1003,3
Latch_4_8,"Latch_4_BottomPlate__8.binvox, Latch_4_BuckledRing__8.binvox, Latch_4_ControlPanel__8.binvox, Latch_4_Rivet__8.binvox, Latch_4_StrikePlate__8.binvox",7.65,8.57,-10.31,981,3
Latch_5_1,"Latch_5_BottomPlate__1.binvox, Latch_5_BuckledRing__1.binvox, Latch_5_ControlPanel__1.binvox, Latch_5_Rivet__1.binvox, Latch_5_StrikePlate__1.binvox",8.22,9.21,-9.72,992,3
Latch_5_10,"Latch_5_BottomPlate__10.binvox, Latch_5_BuckledRing__10.binvox, Latch_5_ControlPanel__10.binvox, Latch_5_Rivet__10.binvox, Latch_5_StrikePlate__10.binvox",7.44,8.33,-9.11,965,3
Latch_5_3,"Latch_5_BottomPlate__3.binvox, Latch_5_BuckledRing__3.binvox, Latch_5_ControlPanel__3.binvox, Latch_5_Rivet__3.binvox, Latch_5_StrikePlate__3.binvox",8.07,9.04,-9.24,976,3
Latch_5_4,"Latch_5_BottomPlate__4.binvox, Latch_5_BuckledRing__4.binvox, Latch_5_ControlPanel__4.binvox, Latch_5_Rivet__4.binvox, Latch_5_StrikePlate__4.binvox",8.93,10.0,-10.48,1021,3
Latch_5_5,"Latch_5_BottomPlate__5.binvox, Latch_5_BuckledRing__5.binvox, Latch_5_ControlPanel__5.binvox, Latch_5_Rivet__5.binvox, Latch_5_StrikePlate__5.binvox",7.63,8.55,-10.95,1088,3
